,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
15037,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
15038,8114,Francisco Carlos Barretto Jnior,M,26.0,175.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
15062,8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29.0,166.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
15073,8133,Mara Noel Barrionuevo,F,32.0,171.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
15081,8137,Pablo Jos Barrios Linares,M,52.0,178.0,72.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
15083,8139,Wilmar Enrique Barrios Tern,M,22.0,179.0,70.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
15105,8152,Erick Bernab Barrondo Garca,M,25.0,178.0,60.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
15137,8170,Sarah Ellen Barrow,F,27.0,162.0,52.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,
15142,8173,Thomas Barrows III,M,28.0,186.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
15152,8177,Esther Barrugus Alvina,F,36.0,164.0,60.0,Andorra,AND,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
15186,8196,Steeve Barry,M,25.0,181.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
15189,8198,Trevor George Barry,M,33.0,190.0,77.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
15192,8200,Florina Maria Brsan-Chintoan,F,30.0,178.0,67.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
15197,8204,Mutaz Essa Barshim,M,25.0,190.0,65.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver
15211,8211,Dmitry Nikolayevich Barsuk,M,36.0,193.0,86.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
15212,8212,Tatyana Valeryevna Barsuk,F,31.0,170.0,66.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
15215,8214,Jacob Jepsen Barse,M,27.0,188.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
15216,8215,Adrien Bart,M,24.0,185.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
15226,8221,Jan Brta,M,31.0,184.0,75.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
15227,8221,Jan Brta,M,31.0,184.0,75.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
15250,8234,Danka Bartekov,F,31.0,170.0,55.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,
15253,8237,Beatrice Bartelloni,F,23.0,165.0,50.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
15404,8304,"Christopher Roger ""Chris"" Bartley",M,32.0,178.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,
15528,8364,Saskia Bartusiak,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
15534,8369,Morea Baru,M,26.0,162.0,62.0,Papua New Guinea,PNG,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,
15557,8381,Malin Birgitta Baryard-Johnsson,F,41.0,172.0,52.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
15558,8381,Malin Birgitta Baryard-Johnsson,F,41.0,172.0,52.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
15575,8386,Anastasiya Vladimirovna Baryshnikova,F,25.0,173.0,67.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,
15640,8417,Dimitri David Bascou,M,29.0,181.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
15656,8428,Ghulam Mustafa Bashir,M,29.0,180.0,74.0,Pakistan,PAK,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
15679,8446,Mirza Bai,M,25.0,188.0,87.0,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
15684,8451,Nikoloz Basilashvili,M,24.0,185.0,80.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
15685,8452,Fabio Basile,M,21.0,160.0,66.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Gold
15718,8472,Kudakwashe Basopo,F,26.0,162.0,60.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
15721,8475,Gina Bass,F,21.0,,,Gambia,GAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
15746,8490,Ray Bassil,F,27.0,175.0,65.0,Lebanon,LIB,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
15761,8499,Imad Bassou,M,23.0,173.0,66.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
15814,8526,Bat-Ochiryn Ser-Od,M,34.0,169.0,61.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
15822,8529,Polona Batagelj,F,27.0,173.0,53.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
15902,8571,Adam Batirov,M,31.0,165.0,71.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",
15915,8580,Paulo Roberto Batista Jnior,M,23.0,185.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
15931,8587,Noemi Batki,F,28.0,167.0,62.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,
15980,8604,Manika Batra,F,21.0,179.0,63.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
15982,8606,Batsaikhanyn Dlgn,M,29.0,179.0,72.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
15983,8607,Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
15984,8607,Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
16047,8639,Romano Battisti,M,29.0,190.0,91.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,
16054,8644,Battulgyn Temlen,M,27.0,183.0,124.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,
16056,8645,Emily Batty,F,28.0,161.0,48.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",
16064,8648,Nicolas Batum,M,27.0,203.0,105.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
16082,8661,Martin Bau,M,21.0,182.0,74.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
16103,8672,Mathieu Albert Daniel Bauderlique,M,27.0,185.0,81.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
16220,8715,Robert Bauer,M,21.0,183.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
16253,8729,Grgory Benot Baug,M,31.0,181.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,
16254,8729,Grgory Benot Baug,M,31.0,181.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze
16287,8750,Ashton Baumann,M,23.0,191.0,74.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
16288,8751,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
16289,8751,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
16290,8751,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
16291,8751,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
16292,8751,Christian Baumann,M,21.0,163.0,60.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
16310,8764,Jackie Baumann,F,20.0,173.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
16335,8775,Anne Sofie Holm Baumeister (Jrgensen-),F,28.0,168.0,54.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
16362,8785,Iga Baumgart,F,27.0,178.0,58.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
16393,8803,Simona Baumrtov,F,24.0,176.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
16394,8803,Simona Baumrtov,F,24.0,176.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
16395,8803,Simona Baumrtov,F,24.0,176.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
16396,8803,Simona Baumrtov,F,24.0,176.0,68.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
16456,8833,Roberto Bautista Agut,M,28.0,183.0,76.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
16457,8833,Roberto Bautista Agut,M,28.0,183.0,76.0,Spain-1,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
16506,8853,Louise Bawden,F,34.0,183.0,72.0,Australia-1,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
16555,8876,Ana Gabriela Bayardo Chan,F,22.0,168.0,73.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
16556,8876,Ana Gabriela Bayardo Chan,F,22.0,168.0,73.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
16557,8877,Bayartsogtyn Mnkhzayaa,F,22.0,160.0,43.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
16558,8878,Bayaryn Yosi,F,16.0,176.0,61.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
16633,8923,Aron John Baynes,M,29.0,208.0,115.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
16639,8928,Martha Bayona Pineda,F,20.0,155.0,60.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,
16645,8931,zge Bayrak,F,24.0,166.0,60.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
16657,8936,Rvn Bayramov,M,29.0,160.0,59.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
16664,8940,Nikolay Nikolaev Bayryakov,M,26.0,180.0,89.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
16674,8945,Hamdan Iqbal Ahmed Bayusuf,M,21.0,182.0,64.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
16675,8946,Sandro Bazadze,M,23.0,193.0,88.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
16725,8969,Nadezhda Valeryevna Bazhina,F,28.0,170.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
16741,8979,Lorne Dorcas Bazolo,F,33.0,170.0,60.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
16742,8979,Lorne Dorcas Bazolo,F,33.0,170.0,60.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
16807,9013,Gemma Beadsworth,F,29.0,180.0,78.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
16815,9018,Daniel Beale,M,23.0,184.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
16891,9049,Beatriz Zaneratto Joo,F,22.0,176.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
16918,9063,Marie-ve Beauchemin-Nadeau,F,27.0,166.0,69.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,
16919,9064,Catherine Beauchemin-Pinard,F,22.0,161.0,57.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
16940,9077,Cassandre Beaugrand,F,19.0,177.0,54.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
16950,9082,Jack Robert A. Beaumont,M,22.0,188.0,88.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
16961,9089,Maxime Eugne Ren Beaumont,M,34.0,191.0,94.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Silver
16962,9089,Maxime Eugne Ren Beaumont,M,34.0,191.0,94.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",
16986,9099,"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
16987,9099,"Joshua ""Josh"" Beaver",M,23.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
17116,9161,Annika Beck,F,22.0,170.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
17144,9175,Laetitia Beck,F,24.0,175.0,61.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
17145,9176,Leonie Antonia Beck,F,19.0,184.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
17153,9181,Nicole Elise Beck,F,28.0,168.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
17187,9198,Charlotte Becker,F,33.0,173.0,64.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
17285,9239,Janine Elizabeth Beckie,F,21.0,173.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
17296,9244,Kierre Beckles,F,26.0,169.0,54.0,Barbados,BAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,
17309,9251,Jana Beckmann,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
17436,9285,Alex Beddoes,M,21.0,181.0,74.0,Cook Islands,COK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
17456,9297,Domonic Bedggood,M,21.0,163.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,
17468,9307,gatha Bednarczuk Rippel,F,33.0,182.0,70.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
17471,9310,Sylwester Bednarek,M,27.0,194.0,78.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
17476,9314,Bartosz Bednorz,M,22.0,201.0,84.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
17537,9347,Olivier Beer,M,25.0,180.0,69.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
17551,9349,Ludger Beerbaum,M,52.0,190.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
17552,9349,Ludger Beerbaum,M,52.0,190.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
17610,9389,Irina Camelia Begu,F,25.0,181.0,67.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
17611,9389,Irina Camelia Begu,F,25.0,181.0,67.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
17612,9389,Irina Camelia Begu,F,25.0,181.0,67.0,Romania-1,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
17619,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
17620,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
17621,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
17622,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
17623,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
17624,9392,Kieran Philip Behan,M,27.0,163.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
17726,9432,"Genevieve ""Gen"" Behrent",F,25.0,183.0,73.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver
17727,9432,"Genevieve ""Gen"" Behrent",F,25.0,183.0,73.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
17732,9434,Melanie Behringer,F,30.0,172.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
17755,9444,Milad Beigi Hareqani,M,25.0,197.0,80.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Bronze
17786,9460,Elizabeth Lyon Beisel,F,23.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
17793,9464,Ruth Beita Vila,F,37.0,191.0,72.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold
17839,9479,Sofia Bekatorou (-Kosmatopoulos),F,38.0,172.0,62.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
17850,9486,Alemu Bekele Gebre,M,26.0,162.0,59.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
17888,9497,Maryna Oleksandrivna Bekh,F,21.0,174.0,62.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
17900,9506,Annemiek Bekkering,F,24.0,160.0,54.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
17938,9531,Katia Belabbas,F,20.0,170.0,65.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,
17946,9537,Teja Belak,F,22.0,157.0,48.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,
17966,9546,Jose Blanger,F,30.0,163.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
17969,9549,Yekaterina Vladimirovna Belanovich (Artyukh-),F,24.0,173.0,64.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
17980,9552,Valentin Belaud,M,23.0,181.0,73.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
18003,9566,Lani Belcher,F,27.0,169.0,65.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
18005,9567,Mathew Belcher,M,33.0,173.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver
18030,9573,Claudia Renate Belderbos,F,31.0,175.0,72.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
18033,9575,Gianina Elena Beleag,F,21.0,178.0,57.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
18042,9577,Zhan Vensanovych Beleniuk,M,25.0,178.0,85.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
18063,9582,Mimi Belete Gebregeiorges,F,28.0,169.0,56.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
18064,9583,Yehualeye Beletew,F,18.0,165.0,52.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
18072,9589,Mohammed El-Amine Belferar,M,25.0,175.0,65.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
18078,9594,Choaib Belhaj Salah,M,29.0,194.0,86.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
18084,9599,Yvon Belin,F,22.0,188.0,74.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
18090,9603,Maria Belimpasaki,F,25.0,175.0,64.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
18108,9612,Julia Beljajeva,F,24.0,176.0,70.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
18109,9612,Julia Beljajeva,F,24.0,176.0,70.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",
18115,9618,Haris Belkebla,M,22.0,178.0,70.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
18163,9641,Jonathan Bell,M,29.0,178.0,77.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
18241,9677,Tia-Adana Belle,F,20.0,178.0,59.0,Barbados,BAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
18265,9692,Janeil Bellille,F,27.0,163.0,59.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
